S3: N=20, L=20, pop=60
S5224: N=132, L=63, pop=258
S5234: N=117, L=107, pop=331
S5970: N=105, L=72, pop=249
S6681: N=92, L=90, pop=272
S6684: N=99, L=87, pop=273
S6694: N=130, L=70, pop=270
S6703: N=98, L=105, pop=308
S6708: N=106, L=101, pop=308
S6714: N=56, L=116, pop=288
S6718: N=135, L=76, pop=287
S6728: N=115, L=94, pop=303
S6736: N=94, L=69, pop=232
S6737: N=100, L=59, pop=218
S6743: N=46, L=85, pop=216
S6746: N=83, L=95, pop=273
S6753: N=113, L=109, pop=331
S6761: N=125, L=54, pop=233
S7539: N=45, L=146, pop=337
S7545: N=96, L=99, pop=294
S7551: N=120, L=119, pop=358
S7557: N=43, L=92, pop=227
S7563: N=98, L=86, pop=270
S7573: N=137, L=114, pop=365
S7578: N=128, L=64, pop=256
S7587: N=97, L=63, pop=223
S7597: N=130, L=95, pop=320
S7598: N=62, L=119, pop=300
S7599: N=100, L=100, pop=300
S7600: N=83, L=85, pop=253
S7606: N=107, L=71, pop=249
S7613: N=109, L=93, pop=295
S7619: N=61, L=87, pop=235
S7626: N=65, L=104, pop=273
S7631: N=104, L=82, pop=268
S7639: N=56, L=75, pop=206
S7642: N=84, L=86, pop=256
S7648: N=79, L=81, pop=241
S8588: N=99, L=106, pop=311
S8597: N=126, L=131, pop=388
S8606: N=93, L=51, pop=195
S8607: N=29, L=81, pop=191
S8609: N=62, L=68, pop=198
S8616: N=61, L=66, pop=193
S8620: N=127, L=59, pop=245
S8622: N=72, L=87, pop=246
S8626: N=95, L=66, pop=227
S8629: N=94, L=100, pop=294
S8635: N=119, L=89, pop=297
S8643: N=111, L=119, pop=349
S8652: N=109, L=105, pop=319
S9636: N=99, L=103, pop=305
S9637: N=93, L=102, pop=297
S10778: N=60, L=60, pop=180
S10779: N=72, L=63, pop=198
S10784: N=65, L=79, pop=223
S10786: N=82, L=140, pop=362
S10793: N=89, L=88, pop=265
S10803: N=52, L=74, pop=200
S10810: N=87, L=61, pop=209
S10816: N=81, L=56, pop=193
S10824: N=85, L=86, pop=257
S10825: N=100, L=126, pop=352
S10835: N=104, L=86, pop=276
S10843: N=42, L=131, pop=304
S10853: N=66, L=74, pop=214
S10860: N=88, L=85, pop=258
S10863: N=77, L=119, pop=315
S10871: N=73, L=66, pop=205
S10881: N=103, L=44, pop=191
S10884: N=64, L=56, pop=176
S12087: N=107, L=96, pop=299
S12094: N=108, L=74, pop=256
S12104: N=107, L=81, pop=269
S12106: N=76, L=100, pop=276
S12112: N=38, L=40, pop=118
S12117: N=76, L=71, pop=218
S12121: N=80, L=93, pop=266
S12123: N=97, L=31, pop=159
S12126: N=72, L=53, pop=178
S12129: N=114, L=74, pop=262
S12139: N=104, L=55, pop=214
S13297: N=73, L=114, pop=301
S13298: N=57, L=54, pop=165
S13301: N=94, L=61, pop=216
S13302: N=83, L=76, pop=235
S13310: N=89, L=74, pop=237
S13319: N=53, L=93, pop=239
S13326: N=89, L=125, pop=339
S13329: N=67, L=91, pop=249
S13335: N=101, L=73, pop=247
S13341: N=97, L=96, pop=289
S13347: N=47, L=68, pop=183
S13353: N=66, L=92, pop=250
S13355: N=70, L=65, pop=200
S13363: N=87, L=97, pop=281
S14596: N=76, L=45, pop=166
S14604: N=87, L=86, pop=259
S14607: N=48, L=61, pop=170
S14614: N=58, L=104, pop=266
S14622: N=119, L=59, pop=237
S15907: N=87, L=68, pop=223
S17194: N=67, L=105, pop=277
S17200: N=72, L=114, pop=300
S18454: N=29, L=69, pop=167
S18458: N=60, L=105, pop=270
S18465: N=80, L=82, pop=244
S18472: N=27, L=99, pop=225
S18481: N=65, L=104, pop=273
S18483: N=44, L=67, pop=178
S18484: N=58, L=61, pop=180
S18486: N=90, L=77, pop=244
S18487: N=99, L=76, pop=251
S18493: N=61, L=48, pop=157
S18502: N=66, L=59, pop=184
S18510: N=78, L=76, pop=230
S19894: N=92, L=49, pop=190
S19903: N=90, L=91, pop=272
S19912: N=46, L=62, pop=170
S19916: N=61, L=57, pop=175
S21288: N=57, L=22, pop=101
S21298: N=66, L=9, pop=84
S21302: N=70, L=29, pop=128
S21307: N=63, L=51, pop=165
S21310: N=53, L=60, pop=173
S21314: N=47, L=46, pop=139
S21318: N=61, L=64, pop=189
S21324: N=57, L=53, pop=163
S21332: N=58, L=66, pop=190
S22780: N=72, L=63, pop=198
S22785: N=62, L=77, pop=216
S22794: N=45, L=47, pop=139
S22801: N=47, L=35, pop=117
S22804: N=104, L=60, pop=224
S22807: N=118, L=82, pop=282
S24345: N=55, L=60, pop=175
S24352: N=82, L=103, pop=288
S24353: N=54, L=85, pop=224
S24360: N=22, L=31, pop=84
S24367: N=60, L=73, pop=206
S24373: N=83, L=40, pop=163
S24376: N=50, L=52, pop=154
S24384: N=60, L=84, pop=228
S24391: N=40, L=39, pop=118
S24393: N=43, L=41, pop=125
S24400: N=85, L=42, pop=169
S25938: N=49, L=60, pop=169
S25947: N=43, L=83, pop=209
S25949: N=51, L=58, pop=167
S25953: N=60, L=73, pop=206
S27501: N=11, L=70, pop=151
S27511: N=69, L=67, pop=203
S27520: N=85, L=58, pop=201
S27526: N=43, L=79, pop=201
S27531: N=40, L=78, pop=196
S27532: N=47, L=39, pop=125
S27537: N=72, L=62, pop=196
S27543: N=42, L=57, pop=156
S27550: N=49, L=38, pop=125
S27555: N=73, L=38, pop=149
S27557: N=91, L=53, pop=197
S29133: N=74, L=74, pop=222
S29135: N=73, L=44, pop=161
S29139: N=61, L=69, pop=199
S30826: N=52, L=48, pop=148
S30833: N=44, L=66, pop=176
S30843: N=64, L=57, pop=178
S30849: N=66, L=29, pop=124
S30855: N=38, L=52, pop=142
S30865: N=73, L=55, pop=183
S30868: N=59, L=46, pop=151
S30878: N=44, L=40, pop=124
S30886: N=52, L=48, pop=148
S30887: N=49, L=46, pop=141
S30897: N=80, L=39, pop=158
S30902: N=74, L=49, pop=172
S30907: N=66, L=45, pop=156
S30916: N=33, L=79, pop=191
S30922: N=37, L=67, pop=171
S30929: N=43, L=43, pop=129
S30933: N=58, L=61, pop=180
S30940: N=19, L=60, pop=139
S30947: N=51, L=70, pop=191
S30948: N=30, L=21, pop=72
S32655: N=39, L=63, pop=165
S32662: N=65, L=40, pop=145
S32666: N=41, L=50, pop=141
S34325: N=57, L=39, pop=135
S34329: N=44, L=31, pop=106
S34339: N=43, L=74, pop=191
S34343: N=55, L=29, pop=113
S34348: N=46, L=43, pop=132
S34358: N=53, L=42, pop=137
S34364: N=73, L=50, pop=173
S34368: N=53, L=39, pop=131
S34373: N=39, L=53, pop=145
S34378: N=52, L=34, pop=120
S34382: N=44, L=24, pop=92
S34383: N=37, L=32, pop=101
S34386: N=67, L=34, pop=135
S34396: N=26, L=48, pop=122
S34399: N=21, L=28, pop=77
S34405: N=65, L=14, pop=93
S36239: N=44, L=45, pop=134
S36241: N=30, L=38, pop=106
S36247: N=44, L=39, pop=122
S36252: N=58, L=23, pop=104
S36261: N=40, L=63, pop=166
S36262: N=45, L=46, pop=137
S36266: N=49, L=51, pop=151
S36275: N=37, L=48, pop=133
S36276: N=63, L=39, pop=141
S36284: N=36, L=34, pop=104
S36290: N=51, L=45, pop=141
S36292: N=69, L=41, pop=151
S36302: N=20, L=39, pop=98
S36308: N=38, L=56, pop=150
S38287: N=47, L=31, pop=109
S38288: N=32, L=14, pop=60
S38291: N=43, L=37, pop=117
S38294: N=53, L=37, pop=127
S38298: N=24, L=30, pop=84
S38301: N=28, L=43, pop=114
S38309: N=41, L=53, pop=147
S40278: N=36, L=34, pop=104
S40280: N=35, L=17, pop=69
S40285: N=39, L=19, pop=77
S40289: N=8, L=29, pop=66
S40296: N=38, L=48, pop=134
S40303: N=25, L=21, pop=67
S40309: N=59, L=41, pop=141
S40310: N=52, L=46, pop=144
S40317: N=39, L=24, pop=87
S40319: N=30, L=23, pop=76
S40325: N=42, L=24, pop=90
S40328: N=33, L=39, pop=111
S40333: N=38, L=27, pop=92
S40342: N=41, L=44, pop=129
S40352: N=24, L=43, pop=110
S40359: N=53, L=38, pop=129
S40368: N=26, L=38, pop=102
S40371: N=65, L=26, pop=117
S40373: N=36, L=40, pop=116
S42545: N=25, L=46, pop=117
S42549: N=22, L=30, pop=82
S42553: N=66, L=29, pop=124
S42557: N=52, L=34, pop=120
S44538: N=28, L=32, pop=92
S44541: N=37, L=35, pop=107
S44544: N=55, L=42, pop=139
S44548: N=27, L=26, pop=79
S44555: N=32, L=39, pop=110
S44564: N=47, L=24, pop=95
S44566: N=47, L=36, pop=119
S44568: N=31, L=40, pop=111
S44578: N=40, L=44, pop=128
S44583: N=15, L=34, pop=83
S44587: N=55, L=39, pop=133
S46779: N=15, L=15, pop=45
S46782: N=30, L=15, pop=60
S46783: N=43, L=10, pop=63
S46793: N=32, L=20, pop=72
S46803: N=30, L=26, pop=82
S49021: N=16, L=17, pop=50
S49022: N=22, L=48, pop=118
S49024: N=32, L=26, pop=84
S49031: N=13, L=23, pop=59
S49034: N=31, L=23, pop=77
S49041: N=25, L=10, pop=45
S49047: N=27, L=16, pop=59
S49051: N=25, L=28, pop=81
S49052: N=32, L=38, pop=108
S49055: N=30, L=29, pop=88
S49063: N=32, L=20, pop=72
S49072: N=24, L=21, pop=66
S49082: N=18, L=31, pop=80
S49089: N=24, L=27, pop=78
S49093: N=30, L=33, pop=96
S49095: N=39, L=33, pop=105
S49105: N=21, L=40, pop=101
S51424: N=32, L=16, pop=64
S51429: N=29, L=23, pop=75
S51437: N=32, L=23, pop=78
S51445: N=34, L=34, pop=102
S51455: N=28, L=35, pop=98
S51462: N=32, L=26, pop=84
S51464: N=24, L=14, pop=52
S51470: N=23, L=38, pop=99
S51477: N=30, L=38, pop=106
S53813: N=26, L=18, pop=62
S53822: N=27, L=26, pop=79
S53825: N=24, L=15, pop=54
S53832: N=20, L=29, pop=78
S53835: N=30, L=15, pop=60
S53839: N=24, L=18, pop=60
S53846: N=24, L=21, pop=66
S53855: N=26, L=23, pop=72
S53864: N=21, L=17, pop=55
S53865: N=27, L=28, pop=83
S53869: N=27, L=19, pop=65
S56273: N=20, L=20, pop=60
S56274: N=20, L=20, pop=60
S56277: N=20, L=20, pop=60
S56283: N=20, L=20, pop=60
S56289: N=20, L=20, pop=60
S56292: N=20, L=20, pop=60
S56295: N=20, L=20, pop=60
S56305: N=20, L=20, pop=60
S56315: N=20, L=20, pop=60
S56319: N=20, L=20, pop=60
S56327: N=20, L=20, pop=60
S56333: N=20, L=20, pop=60
S56334: N=20, L=20, pop=60
S56344: N=20, L=20, pop=60
S56345: N=20, L=20, pop=60
S3: N=187, L=135, pop=457
S8: N=116, L=116, pop=348
S10: N=178, L=153, pop=484
S15: N=77, L=98, pop=273
S23: N=119, L=85, pop=289
S31: N=99, L=125, pop=349
S32: N=159, L=81, pop=321
S39: N=163, L=162, pop=487
S41: N=91, L=166, pop=423
S47: N=172, L=93, pop=358
S52: N=152, L=189, pop=530
S58: N=153, L=140, pop=433
S61: N=80, L=116, pop=312
S63: N=184, L=100, pop=384
S72: N=121, L=175, pop=471
S76: N=93, L=118, pop=329
S182: N=136, L=89, pop=314
S188: N=99, L=107, pop=313
S189: N=151, L=126, pop=403
S192: N=136, L=118, pop=372
S202: N=121, L=131, pop=383
S210: N=138, L=148, pop=434
S211: N=87, L=160, pop=407
S213: N=101, L=130, pop=361
S219: N=154, L=102, pop=358
S224: N=123, L=113, pop=349
S225: N=132, L=106, pop=344
S356: N=119, L=129, pop=377
S361: N=100, L=65, pop=230
S370: N=114, L=130, pop=374
S377: N=139, L=118, pop=375
S381: N=86, L=122, pop=330
S384: N=129, L=108, pop=345
S392: N=85, L=204, pop=493
S398: N=123, L=126, pop=375
S401: N=115, L=156, pop=427
S411: N=131, L=88, pop=307
S414: N=164, L=93, pop=350
S418: N=106, L=146, pop=398
S419: N=135, L=120, pop=375
S427: N=118, L=95, pop=308
S434: N=182, L=154, pop=490
S438: N=125, L=69, pop=263
S659: N=174, L=100, pop=374
S668: N=128, L=140, pop=408
S676: N=102, L=135, pop=372
S949: N=116, L=74, pop=264
S951: N=101, L=143, pop=387
S954: N=94, L=141, pop=376
S955: N=60, L=118, pop=296
S959: N=54, L=120, pop=294
S968: N=113, L=117, pop=347
S977: N=120, L=68, pop=256
S979: N=96, L=144, pop=384
S981: N=144, L=116, pop=376
S982: N=121, L=146, pop=413
S992: N=122, L=97, pop=316
S998: N=53, L=73, pop=199
S1000: N=151, L=132, pop=415
S1008: N=114, L=118, pop=350
S1010: N=93, L=105, pop=303
S1012: N=136, L=99, pop=334
S1019: N=130, L=123, pop=376
S1375: N=103, L=144, pop=391
S1385: N=161, L=102, pop=365
S1395: N=103, L=72, pop=247
S1401: N=140, L=92, pop=324
S1407: N=114, L=112, pop=338
S1410: N=97, L=93, pop=283
S1418: N=139, L=96, pop=331
S1428: N=184, L=93, pop=370
S1436: N=163, L=123, pop=409
S1437: N=115, L=119, pop=353
S1821: N=179, L=164, pop=507
S1825: N=99, L=111, pop=321
S1829: N=122, L=130, pop=382
S1839: N=137, L=100, pop=337
S1840: N=142, L=75, pop=292
S1845: N=90, L=108, pop=306
S1846: N=117, L=103, pop=323
S1853: N=139, L=126, pop=391
S1854: N=151, L=81, pop=313
S1855: N=108, L=146, pop=400
S1856: N=129, L=145, pop=419
S1865: N=174, L=167, pop=508
S1869: N=125, L=103, pop=331
S1872: N=115, L=104, pop=323
S1877: N=126, L=154, pop=434
S1882: N=62, L=140, pop=342
S1889: N=142, L=135, pop=412
S1891: N=142, L=119, pop=380
S2424: N=177, L=105, pop=387
S2434: N=185, L=135, pop=455
S2436: N=133, L=138, pop=409
S2437: N=83, L=106, pop=295
S2447: N=131, L=109, pop=349
S2456: N=97, L=109, pop=315
S2458: N=164, L=59, pop=282
S2464: N=127, L=90, pop=307
S2470: N=63, L=128, pop=319
S2479: N=98, L=87, pop=272
S2488: N=103, L=102, pop=307
S2498: N=129, L=86, pop=301
S2507: N=89, L=112, pop=313
S2516: N=98, L=154, pop=406
S2520: N=123, L=112, pop=347
S2524: N=103, L=134, pop=371
S2532: N=95, L=132, pop=359
S2536: N=88, L=83, pop=254
S3155: N=143, L=143, pop=429
S3741: N=147, L=97, pop=341
S3742: N=142, L=109, pop=360
S4379: N=152, L=103, pop=358
S4387: N=82, L=49, pop=180
S4391: N=67, L=100, pop=267
S4397: N=56, L=98, pop=252
S4401: N=109, L=76, pop=261
S4403: N=87, L=85, pop=257
S4411: N=83, L=114, pop=311
S4421: N=107, L=115, pop=337
S4428: N=109, L=67, pop=243
S5143: N=144, L=40, pop=224
S5147: N=81, L=200, pop=481
S5154: N=86, L=108, pop=302
S5160: N=78, L=139, pop=356
S5170: N=125, L=147, pop=419
S5180: N=57, L=121, pop=299
S5181: N=134, L=106, pop=346
S5191: N=99, L=100, pop=299
S5201: N=135, L=56, pop=247
S5208: N=117, L=83, pop=283
S5211: N=67, L=121, pop=309
S5216: N=66, L=76, pop=218
S5224: N=133, L=70, pop=273
S5234: N=121, L=105, pop=331
S5970: N=111, L=79, pop=269
S6681: N=94, L=92, pop=278
S6684: N=98, L=96, pop=290
S6694: N=137, L=69, pop=275
S6703: N=104, L=110, pop=324
S6708: N=106, L=104, pop=314
S6714: N=60, L=117, pop=294
S6718: N=130, L=79, pop=288
S6728: N=123, L=98, pop=319
S6736: N=91, L=70, pop=231
S6737: N=103, L=68, pop=239
S6743: N=52, L=87, pop=226
S6746: N=82, L=93, pop=268
S6753: N=120, L=107, pop=334
S6761: N=133, L=59, pop=251
S7539: N=44, L=146, pop=336
S7545: N=98, L=109, pop=316
S7551: N=116, L=129, pop=374
S7557: N=50, L=101, pop=252
S7563: N=105, L=91, pop=287
S7573: N=140, L=116, pop=372
S7578: N=125, L=67, pop=259
S7587: N=93, L=63, pop=219
S7597: N=135, L=99, pop=333
S7598: N=60, L=124, pop=308
S7599: N=98, L=101, pop=300
S7600: N=80, L=90, pop=260
S7606: N=105, L=77, pop=259
S7613: N=114, L=103, pop=320
S7619: N=61, L=91, pop=243
S7626: N=60, L=100, pop=260
S7631: N=108, L=80, pop=268
S7639: N=52, L=71, pop=194
S7642: N=86, L=89, pop=264
S7648: N=77, L=84, pop=245
S8588: N=95, L=104, pop=303
S8597: N=123, L=128, pop=379
S8606: N=102, L=47, pop=196
S8607: N=33, L=91, pop=215
S8609: N=69, L=73, pop=215
S8616: N=67, L=68, pop=203
S8620: N=124, L=63, pop=250
S8622: N=67, L=95, pop=257
S8626: N=105, L=71, pop=247
S8629: N=95, L=99, pop=293
S8635: N=127, L=97, pop=321
S8643: N=110, L=120, pop=350
S8652: N=119, L=108, pop=335
S9636: N=94, L=106, pop=306
S9637: N=98, L=97, pop=292
S10778: N=66, L=60, pop=186
S10779: N=68, L=67, pop=202
S10784: N=74, L=74, pop=222
S10786: N=91, L=138, pop=367
S10793: N=89, L=94, pop=277
S10803: N=54, L=72, pop=198
S10810: N=93, L=56, pop=205
S10816: N=86, L=55, pop=196
S10824: N=83, L=88, pop=259
S10825: N=104, L=136, pop=376
S10835: N=114, L=93, pop=300
S10843: N=40, L=126, pop=292
S10853: N=76, L=75, pop=226
S10860: N=97, L=86, pop=269
S10863: N=86, L=118, pop=322
S10871: N=74, L=64, pop=202
S10881: N=105, L=54, pop=213
S10884: N=65, L=64, pop=193
S12087: N=103, L=105, pop=313
S12094: N=108, L=80, pop=268
S12104: N=107, L=88, pop=283
S12106: N=71, L=110, pop=291
S12112: N=33, L=50, pop=133
S12117: N=75, L=70, pop=215
S12121: N=78, L=99, pop=276
S12123: N=100, L=30, pop=160
S12126: N=77, L=53, pop=183
S12129: N=111, L=84, pop=279
S12139: N=110, L=52, pop=214
S13297: N=81, L=119, pop=319
S13298: N=58, L=59, pop=176
S13301: N=92, L=60, pop=212
S13302: N=88, L=75, pop=238
S13310: N=97, L=71, pop=239
S13319: N=51, L=90, pop=231
S13326: N=84, L=120, pop=324
S13329: N=76, L=98, pop=272
S13335: N=99, L=76, pop=251
S13341: N=100, L=97, pop=294
S13347: N=47, L=69, pop=185
S13353: N=63, L=90, pop=243
S13355: N=76, L=73, pop=222
S13363: N=82, L=94, pop=270
S14596: N=85, L=48, pop=181
S14604: N=87, L=96, pop=279
S14607: N=48, L=61, pop=170
S14614: N=54, L=108, pop=270
S14622: N=119, L=65, pop=249
S15907: N=84, L=66, pop=216
S17194: N=73, L=106, pop=285
S17200: N=67, L=123, pop=313
S18454: N=29, L=77, pop=183
S18458: N=55, L=108, pop=271
S18465: N=78, L=89, pop=256
S18472: N=33, L=95, pop=223
S18481: N=70, L=101, pop=272
S18483: N=46, L=77, pop=200
S18484: N=56, L=58, pop=172
S18486: N=93, L=77, pop=247
S18487: N=104, L=74, pop=252
S18493: N=64, L=48, pop=160
S18502: N=61, L=61, pop=183
S18510: N=84, L=86, pop=256
S19894: N=93, L=48, pop=189
S19903: N=92, L=95, pop=282
S19912: N=47, L=64, pop=175
S19916: N=57, L=64, pop=185
S21288: N=58, L=21, pop=100
S21298: N=72, L=10, pop=92
S21302: N=71, L=38, pop=147
S21307: N=59, L=55, pop=169
S21310: N=51, L=68, pop=187
S21314: N=47, L=43, pop=133
S21318: N=64, L=72, pop=208
S21324: N=53, L=61, pop=175
S21332: N=68, L=65, pop=198
S22780: N=74, L=70, pop=214
S22785: N=60, L=77, pop=214
S22794: N=49, L=48, pop=145
S22801: N=42, L=30, pop=102
S22804: N=103, L=57, pop=217
S22807: N=120, L=84, pop=288
S24345: N=52, L=69, pop=190
S24352: N=77, L=103, pop=283
S24353: N=52, L=86, pop=224
S24360: N=19, L=31, pop=81
S24367: N=61, L=79, pop=219
S24373: N=81, L=43, pop=167
S24376: N=57, L=49, pop=155
S24384: N=62, L=80, pop=222
S24391: N=41, L=45, pop=131
S24393: N=50, L=43, pop=136
S24400: N=84, L=38, pop=160
S25938: N=55, L=68, pop=191
S25947: N=53, L=83, pop=219
S25949: N=55, L=60, pop=175
S25953: N=67, L=82, pop=231
S27501: N=21, L=70, pop=161
S27511: N=69, L=68, pop=205
S27520: N=95, L=60, pop=215
S27526: N=50, L=78, pop=206
S27531: N=44, L=77, pop=198
S27532: N=47, L=43, pop=133
S27537: N=67, L=65, pop=197
S27543: N=37, L=65, pop=167
S27550: N=56, L=38, pop=132
S27555: N=80, L=33, pop=146
S27557: N=94, L=59, pop=212
S29133: N=69, L=76, pop=221
S29135: N=72, L=54, pop=180
S29139: N=70, L=77, pop=224
S30826: N=52, L=52, pop=156
S30833: N=53, L=68, pop=189
S30843: N=74, L=57, pop=188
S30849: N=69, L=38, pop=145
S30855: N=35, L=50, pop=135
S30865: N=69, L=52, pop=173
S30868: N=66, L=53, pop=172
S30878: N=52, L=44, pop=140
S30886: N=55, L=58, pop=171
S30887: N=46, L=52, pop=150
S30897: N=85, L=35, pop=155
S30902: N=75, L=46, pop=167
S30907: N=71, L=55, pop=181
S30916: N=39, L=87, pop=213
S30922: N=34, L=64, pop=162
S30929: N=52, L=39, pop=130
S30933: N=60, L=57, pop=174
S30940: N=18, L=60, pop=138
S30947: N=49, L=70, pop=189
S30948: N=36, L=27, pop=90
S32655: N=34, L=59, pop=152
S32662: N=63, L=44, pop=151
S32666: N=44, L=52, pop=148
S34325: N=56, L=42, pop=140
S34329: N=54, L=26, pop=106
S34339: N=47, L=79, pop=205
S34343: N=56, L=27, pop=110
S34348: N=42, L=45, pop=132
S34358: N=55, L=49, pop=153
S34364: N=69, L=54, pop=177
S34368: N=62, L=45, pop=152
S34373: N=38, L=53, pop=144
S34378: N=58, L=34, pop=126
S34382: N=45, L=32, pop=109
S34383: N=32, L=28, pop=88
S34386: N=77, L=31, pop=139
S34396: N=31, L=45, pop=121
S34399: N=29, L=34, pop=97
S34405: N=68, L=10, pop=88
S36239: N=43, L=51, pop=145
S36241: N=28, L=48, pop=124
S36247: N=43, L=41, pop=125
S36252: N=60, L=33, pop=126
S36261: N=49, L=71, pop=191
S36262: N=54, L=53, pop=160
S36266: N=49, L=50, pop=149
S36275: N=34, L=51, pop=136
S36276: N=67, L=38, pop=143
S36284: N=37, L=29, pop=95
S36290: N=59, L=55, pop=169
S36292: N=67, L=36, pop=139
S36302: N=28, L=36, pop=100
S36308: N=36, L=58, pop=152
S38287: N=53, L=40, pop=133
S38288: N=32, L=11, pop=54
S38291: N=47, L=34, pop=115
S38294: N=54, L=33, pop=120
S38298: N=26, L=31, pop=88
S38301: N=25, L=52, pop=129
S38309: N=39, L=52, pop=143
S40278: N=32, L=44, pop=120
S40280: N=38, L=23, pop=84
S40285: N=45, L=27, pop=99
S40289: N=3, L=24, pop=51
S40296: N=45, L=52, pop=149
S40303: N=22, L=31, pop=84
S40309: N=63, L=47, pop=157
S40310: N=56, L=42, pop=140
S40317: N=40, L=34, pop=108
S40319: N=34, L=22, pop=78
S40325: N=43, L=26, pop=95
S40328: N=40, L=39, pop=118
S40333: N=35, L=29, pop=93
S40342: N=41, L=45, pop=131
S40352: N=27, L=46, pop=119
S40359: N=52, L=41, pop=134
S40368: N=34, L=33, pop=100
S40371: N=67, L=36, pop=139
S40373: N=32, L=41, pop=114
S42545: N=35, L=52, pop=139
S42549: N=24, L=29, pop=82
S42553: N=61, L=29, pop=119
S42557: N=51, L=29, pop=109
S44538: N=31, L=40, pop=111
S44541: N=44, L=33, pop=110
S44544: N=53, L=43, pop=139
S44548: N=25, L=28, pop=81
S44555: N=30, L=40, pop=110
S44564: N=43, L=25, pop=93
S44566: N=42, L=34, pop=110
S44568: N=29, L=47, pop=123
S44578: N=36, L=42, pop=120
S44583: N=10, L=44, pop=98
S44587: N=55, L=35, pop=125
S46779: N=22, L=18, pop=58
S46782: N=26, L=19, pop=64
S46783: N=43, L=7, pop=57
S46793: N=37, L=19, pop=75
S46803: N=38, L=28, pop=94
S49021: N=24, L=15, pop=54
S49022: N=23, L=57, pop=137
S49024: N=38, L=35, pop=108
S49031: N=9, L=19, pop=47
S49034: N=37, L=25, pop=87
S49041: N=31, L=5, pop=41
S49047: N=26, L=16, pop=58
S49051: N=31, L=25, pop=81
S49052: N=38, L=38, pop=114
S49055: N=35, L=38, pop=111
S49063: N=34, L=22, pop=78
S49072: N=20, L=29, pop=78
S49082: N=16, L=38, pop=92
S49089: N=29, L=24, pop=77
S49093: N=37, L=41, pop=119
S49095: N=43, L=32, pop=107
S49105: N=24, L=36, pop=96
S51424: N=28, L=19, pop=66
S51429: N=36, L=22, pop=80
S51437: N=27, L=32, pop=91
S51445: N=36, L=35, pop=106
S51455: N=28, L=37, pop=102
S51462: N=34, L=33, pop=100
S51464: N=27, L=19, pop=65
S51470: N=27, L=37, pop=101
S51477: N=34, L=39, pop=112
S53813: N=35, L=19, pop=73
S53822: N=30, L=31, pop=92
S53825: N=26, L=17, pop=60
S53832: N=20, L=26, pop=72
S53835: N=30, L=18, pop=66
S53839: N=31, L=17, pop=65
S53846: N=23, L=28, pop=79
S53855: N=28, L=30, pop=88
S53864: N=19, L=17, pop=53
S53865: N=25, L=29, pop=83
S53869: N=34, L=21, pop=76
S56273: N=25, L=18, pop=61
S56274: N=21, L=30, pop=81
S56277: N=17, L=27, pop=71
S56283: N=15, L=26, pop=67
S56289: N=23, L=19, pop=61
S56292: N=19, L=16, pop=51
S56295: N=30, L=18, pop=66
S56305: N=28, L=25, pop=78
S56315: N=24, L=16, pop=56
S56319: N=23, L=27, pop=77
S56327: N=23, L=22, pop=67
S56333: N=24, L=23, pop=70
S56334: N=30, L=17, pop=64
S56344: N=23, L=15, pop=53
S56345: N=19, L=17, pop=53
S58687: N=20, L=20, pop=60
S58697: N=20, L=20, pop=60
S58707: N=20, L=20, pop=60
S58716: N=20, L=20, pop=60
S58723: N=20, L=20, pop=60
S58726: N=20, L=20, pop=60
S58730: N=20, L=20, pop=60
S58733: N=20, L=20, pop=60
S58738: N=20, L=20, pop=60
S58746: N=20, L=20, pop=60
S58755: N=20, L=20, pop=60
S58765: N=20, L=20, pop=60
S58773: N=20, L=20, pop=60
S3: N=186, L=138, pop=462
S8: N=121, L=126, pop=373
S10: N=179, L=159, pop=497
S15: N=79, L=100, pop=279
S23: N=117, L=93, pop=303
S31: N=106, L=134, pop=374
S32: N=161, L=79, pop=319
S39: N=172, L=159, pop=490
S41: N=95, L=163, pop=421
S47: N=172, L=95, pop=362
S52: N=147, L=191, pop=529
S58: N=154, L=143, pop=440
S61: N=87, L=117, pop=321
S63: N=190, L=101, pop=392
S72: N=123, L=173, pop=469
S76: N=96, L=113, pop=322
S182: N=134, L=94, pop=322
S188: N=98, L=112, pop=322
S189: N=148, L=125, pop=398
S192: N=146, L=114, pop=374
S202: N=131, L=128, pop=387
S210: N=142, L=146, pop=434
S211: N=84, L=163, pop=410
S213: N=98, L=130, pop=358
S219: N=161, L=99, pop=359
S224: N=125, L=111, pop=347
S225: N=139, L=103, pop=345
S356: N=122, L=137, pop=396
S361: N=95, L=74, pop=243
S370: N=115, L=126, pop=367
S377: N=146, L=128, pop=402
S381: N=81, L=119, pop=319
S384: N=138, L=106, pop=350
S392: N=94, L=208, pop=510
S398: N=125, L=124, pop=373
S401: N=121, L=156, pop=433
S411: N=131, L=97, pop=325
S414: N=166, L=89, pop=344
S418: N=101, L=149, pop=399
S419: N=145, L=128, pop=401
S427: N=119, L=98, pop=315
S434: N=181, L=151, pop=483
S438: N=124, L=64, pop=252
S659: N=178, L=96, pop=370
S668: N=125, L=135, pop=395
S676: N=102, L=131, pop=364
S949: N=113, L=81, pop=275
S951: N=108, L=139, pop=386
S954: N=102, L=141, pop=384
S955: N=68, L=120, pop=308
S959: N=53, L=130, pop=313
S968: N=118, L=114, pop=346
S977: N=125, L=73, pop=271
S979: N=98, L=141, pop=380
S981: N=153, L=111, pop=375
